1;0;1856;9.500000;173;0.000000;0.0
1;9;1856;9.500000;173;0.000000;0.0
1;10;1856;9.500000;173;0.000000;0.0
1;21;1856;9.500000;173;0.000000;0.0
1;1;1848;9.500000;157;-0.204807;0.0
1;22;1848;9.500000;157;-0.204807;0.0
2;0;1871;9.500000;177;0.000000;0.0
2;9;1871;9.500000;177;0.000000;0.0
2;10;1871;9.500000;177;0.000000;0.0
2;21;1871;9.500000;177;0.000000;0.0
2;1;1863;9.500000;160;-0.489877;0.0
2;22;1863;9.500000;160;-0.489877;0.0
3;0;1830;9.500000;189;0.000000;0.0
3;9;1830;9.500000;189;0.000000;0.0
3;10;1830;9.500000;189;0.000000;0.0
3;21;1830;9.500000;189;0.000000;0.0
3;1;1834;9.500000;166;0.097479;0.0
3;22;1834;9.500000;166;0.097479;0.0
3;2;1811;9.500000;195;4.328847;0.0
3;23;1811;9.500000;195;4.328847;0.0
4;0;1890;9.500000;192;0.000000;0.0
4;9;1890;9.500000;192;0.000000;0.0
4;10;1890;9.500000;192;0.000000;0.0
4;21;1890;9.500000;192;0.000000;0.0
4;1;1887;9.500000;208;3.456429;0.0
4;22;1887;9.500000;208;3.456429;0.0
5;0;1825;9.500000;199;0.000000;0.0
5;9;1825;9.500000;199;0.000000;0.0
5;10;1825;9.500000;199;0.000000;0.0
5;21;1825;9.500000;199;0.000000;0.0
5;1;1806;9.500000;205;4.484962;0.0
5;22;1806;9.500000;205;4.484962;0.0
6;0;1900;9.500000;208;0.000000;0.0
6;9;1900;9.500000;208;0.000000;0.0
6;10;1900;9.500000;208;0.000000;0.0
6;21;1900;9.500000;208;0.000000;0.0
6;1;1892;9.500000;219;3.755518;0.0
6;22;1892;9.500000;219;3.755518;0.0
7;0;1841;9.500000;219;0.000000;0.0
7;9;1841;9.500000;219;0.000000;0.0
7;10;1841;9.500000;219;0.000000;0.0
7;21;1841;9.500000;219;0.000000;0.0
7;1;1814;9.500000;218;-1.545447;0.0
7;22;1814;9.500000;218;-1.545447;0.0
7;2;1848;9.500000;225;2.152029;0.0
7;23;1848;9.500000;225;2.152029;0.0
8;0;1902;9.500000;225;0.000000;0.0
8;9;1902;9.500000;225;0.000000;0.0
8;10;1902;9.500000;225;0.000000;0.0
8;21;1902;9.500000;225;0.000000;0.0
8;1;1895;9.500000;229;4.115515;0.0
8;22;1895;9.500000;229;4.115515;0.0
9;0;1848;9.500000;230;0.000000;0.0
9;9;1848;9.500000;230;0.000000;0.0
9;10;1848;9.500000;230;0.000000;0.0
9;21;1848;9.500000;230;0.000000;0.0
9;1;1857;9.500000;233;2.080623;0.0
9;22;1857;9.500000;233;2.080623;0.0
10;0;1900;9.500000;244;0.000000;0.0
10;9;1900;9.500000;244;0.000000;0.0
10;10;1900;9.500000;244;0.000000;0.0
10;21;1900;9.500000;244;0.000000;0.0
10;1;1893;9.500000;242;4.671791;0.0
10;22;1893;9.500000;242;4.671791;0.0
11;0;1863;9.500000;239;0.000000;0.0
11;9;1863;9.500000;239;0.000000;0.0
11;10;1863;9.500000;239;0.000000;0.0
11;21;1863;9.500000;239;0.000000;0.0
11;1;1866;9.500000;238;2.033790;0.0
11;22;1866;9.500000;238;2.033790;0.0
12;0;1883;9.500000;249;0.000000;0.0
12;9;1883;9.500000;249;0.000000;0.0
12;10;1883;9.500000;249;0.000000;0.0
12;21;1883;9.500000;249;0.000000;0.0
12;1;1881;9.500000;246;-1.107803;0.0
12;22;1881;9.500000;246;-1.107803;0.0
13;0;1914;9.500000;333;0.000000;0.0
13;9;1914;9.500000;333;0.000000;0.0
13;10;1914;9.500000;333;0.000000;0.0
13;21;1914;9.500000;333;0.000000;0.0
13;1;1901;9.500000;337;4.370135;0.0
13;22;1901;9.500000;337;4.370135;0.0
14;0;1935;9.500000;340;0.000000;0.0
14;9;1935;9.500000;340;0.000000;0.0
14;10;1935;9.500000;340;0.000000;0.0
14;21;1935;9.500000;340;0.000000;0.0
14;1;1912;9.500000;342;4.549276;0.0
14;22;1912;9.500000;342;4.549276;0.0
14;2;1943;9.500000;344;1.931359;0.0
14;23;1943;9.500000;344;1.931359;0.0
15;0;1899;9.500000;342;0.000000;0.0
15;9;1899;9.500000;342;0.000000;0.0
15;10;1899;9.500000;342;0.000000;0.0
15;21;1899;9.500000;342;0.000000;0.0
15;1;1888;9.500000;346;4.596891;0.0
15;22;1888;9.500000;346;4.596891;0.0
16;0;1939;9.500000;360;0.000000;0.0
16;9;1939;9.500000;360;0.000000;0.0
16;10;1939;9.500000;360;0.000000;0.0
16;21;1939;9.500000;360;0.000000;0.0
16;1;1952;9.500000;358;1.507758;0.0
16;22;1952;9.500000;358;1.507758;0.0
17;0;1897;9.500000;365;0.000000;0.0
17;9;1897;9.500000;365;0.000000;0.0
17;10;1897;9.500000;365;0.000000;0.0
17;21;1897;9.500000;365;0.000000;0.0
17;1;1889;9.500000;359;-1.136776;0.0
17;22;1889;9.500000;359;-1.136776;0.0
18;0;1907;9.500000;370;0.000000;0.0
18;9;1907;9.500000;370;0.000000;0.0
18;10;1907;9.500000;370;0.000000;0.0
18;21;1907;9.500000;370;0.000000;0.0
18;1;1899;9.500000;362;-1.166551;0.0
18;22;1899;9.500000;362;-1.166551;0.0
18;2;1930;9.500000;364;1.399961;0.0
18;23;1930;9.500000;364;1.399961;0.0
19;0;1924;9.500000;371;0.000000;0.0
19;9;1924;9.500000;371;0.000000;0.0
19;10;1924;9.500000;371;0.000000;0.0
19;21;1924;9.500000;371;0.000000;0.0
19;1;1940;9.500000;366;1.315798;0.0
19;22;1940;9.500000;366;1.315798;0.0
20;0;2045;9.600000;586;0.000000;0.0
20;9;2045;9.600000;586;0.000000;0.0
20;10;2045;9.600000;586;0.000000;0.0
20;21;2045;9.600000;586;0.000000;0.0
20;1;2035;9.600000;576;-0.258109;0.0
20;22;2035;9.600000;576;-0.258109;0.0
20;2;2039;9.600000;573;0.373561;0.0
20;23;2039;9.600000;573;0.373561;0.0
20;3;2029;9.600000;581;-1.532973;0.0
20;24;2029;9.600000;581;-1.532973;0.0
20;4;2043;9.600000;579;1.224602;0.0
20;25;2043;9.600000;579;1.224602;0.0
20;5;2039;9.600000;584;2.272360;0.0
20;26;2039;9.600000;584;2.272360;0.0
20;6;2025;9.600000;584;4.398133;0.0
20;27;2025;9.600000;584;4.398133;0.0
20;7;2036;9.600000;588;3.260228;0.0
20;28;2036;9.600000;588;3.260228;0.0
21;0;2068;9.700000;589;0.000000;0.0
21;9;2068;9.700000;589;0.000000;0.0
21;10;2068;9.700000;589;0.000000;0.0
21;21;2068;9.700000;589;0.000000;0.0
21;1;2057;9.700000;567;-0.635761;0.0
21;22;2057;9.700000;567;-0.635761;0.0
21;2;2062;9.700000;564;0.203229;0.0
21;23;2062;9.700000;564;0.203229;0.0
21;3;2065;9.700000;568;0.750215;0.0
21;24;2065;9.700000;568;0.750215;0.0
21;4;2067;9.700000;572;1.699877;0.0
21;25;2067;9.700000;572;1.699877;0.0
21;5;2054;9.700000;574;4.366194;0.0
21;26;2054;9.700000;574;4.366194;0.0
21;6;2065;9.700000;577;2.472575;0.0
21;27;2065;9.700000;577;2.472575;0.0
21;7;2058;9.700000;578;3.681263;0.0
21;28;2058;9.700000;578;3.681263;0.0
21;8;2059;9.700000;583;3.367604;0.0
21;29;2059;9.700000;583;3.367604;0.0
22;0;2065;9.900000;552;0.000000;0.0
22;9;2065;9.900000;552;0.000000;0.0
22;10;2065;9.900000;552;0.000000;0.0
22;21;2065;9.900000;552;0.000000;0.0
22;1;2047;9.900000;546;-0.042439;0.0
22;22;2047;9.900000;546;-0.042439;0.0
22;2;2041;9.900000;551;-1.148591;0.0
22;23;2041;9.900000;551;-1.148591;0.0
22;3;2053;9.900000;550;1.106494;0.0
22;24;2053;9.900000;550;1.106494;0.0
22;4;2043;9.900000;555;4.199338;0.0
22;25;2043;9.900000;555;4.199338;0.0
22;5;2051;9.900000;558;2.505832;0.0
22;26;2051;9.900000;558;2.505832;0.0
22;6;2044;9.900000;561;3.515154;0.0
22;27;2044;9.900000;561;3.515154;0.0
23;0;2039;9.600000;568;0.000000;0.0
23;9;2039;9.600000;568;0.000000;0.0
23;10;2039;9.600000;568;0.000000;0.0
23;21;2039;9.600000;568;0.000000;0.0
23;1;2030;9.600000;557;-0.219457;0.0
23;22;2030;9.600000;557;-0.219457;0.0
23;2;2035;9.600000;560;1.057745;0.0
23;23;2035;9.600000;560;1.057745;0.0
23;3;2026;9.600000;562;-1.571415;0.0
23;24;2026;9.600000;562;-1.571415;0.0
23;4;2025;9.600000;567;4.003069;0.0
23;25;2025;9.600000;567;4.003069;0.0
23;5;2032;9.600000;567;2.883484;0.0
23;26;2032;9.600000;567;2.883484;0.0
24;0;2066;9.700000;596;0.000000;0.0
24;9;2066;9.700000;596;0.000000;0.0
24;10;2066;9.700000;596;0.000000;0.0
24;21;2066;9.700000;596;0.000000;0.0
24;1;2046;9.700000;589;-0.869232;0.0
24;22;2046;9.700000;589;-0.869232;0.0
24;2;2052;9.700000;586;0.539670;0.0
24;23;2052;9.700000;586;0.539670;0.0
24;3;2045;9.700000;596;3.992863;0.0
24;24;2045;9.700000;596;3.992863;0.0
24;4;2049;9.700000;597;2.984199;0.0
24;25;2049;9.700000;597;2.984199;0.0
25;0;2014;9.600000;539;0.000000;0.0
25;9;2014;9.600000;539;0.000000;0.0
25;10;2014;9.600000;539;0.000000;0.0
25;21;2014;9.600000;539;0.000000;0.0
25;1;2016;9.600000;530;-0.620986;0.0
25;22;2016;9.600000;530;-0.620986;0.0
25;2;2022;9.600000;531;0.701535;0.0
