1;supply_node;1849;9.500000;177;-1.570000;0
1;arms_factory;1851;9.500000;173;-1.570000;0
1;arms_factory;1849;9.500000;174;-1.570000;0
1;arms_factory;1857;9.500000;172;-1.570000;0
1;arms_factory;1852;9.500000;174;-1.570000;0
1;arms_factory;1849;9.500000;176;-1.570000;0
1;arms_factory;1852;9.500000;174;-1.570000;0
1;industrial_complex;1849;9.500000;176;-1.570000;0
1;industrial_complex;1857;9.500000;172;-1.570000;0
1;industrial_complex;1855;9.500000;173;-1.570000;0
1;industrial_complex;1857;9.500000;173;-1.570000;0
1;industrial_complex;1855;9.500000;173;-1.570000;0
1;industrial_complex;1853;9.500000;174;-1.570000;0
1;air_base;1851;9.500000;175;-1.570000;0
1;bunker;1853;9.500000;174;-1.570000;0
1;coastal_bunker;1848;9.500000;176;-1.570000;0
1;dockyard;1858;9.500000;173;-1.570000;0
1;naval_base_spawn;1851;9.500000;175;-1.570000;1831
1;anti_air_building;1855;9.500000;173;-1.570000;0
1;anti_air_building;1855;9.500000;173;-1.570000;0
1;anti_air_building;1847;9.500000;174;-1.570000;0
1;synthetic_refinery;1852;9.500000;174;-1.570000;0
1;nuclear_reactor_spawn;1851;9.500000;173;-1.570000;0
1;rocket_site_spawn;1854;9.500000;173;-1.570000;0
1;radar_station;1858;9.500000;172;-1.570000;0
1;fuel_silo;1858;9.500000;172;-1.570000;0
1;floating_harbor;1849;9.500000;177;-1.570000;0
1;stronghold_network;1848;9.500000;174;-1.570000;0
1;special_project_facility_spawn;1848;9.500000;175;-1.570000;0
2;supply_node;1876;9.500000;180;-1.570000;0
2;arms_factory;1871;9.500000;176;-1.570000;0
2;arms_factory;1869;9.500000;176;-1.570000;0
2;arms_factory;1872;9.500000;178;-1.570000;0
2;arms_factory;1875;9.500000;180;-1.570000;0
2;arms_factory;1871;9.500000;179;-1.570000;0
2;arms_factory;1877;9.500000;179;-1.570000;0
2;industrial_complex;1874;9.500000;178;-1.570000;0
2;industrial_complex;1871;9.500000;177;-1.570000;0
2;industrial_complex;1874;9.500000;178;-1.570000;0
2;industrial_complex;1876;9.500000;180;-1.570000;0
2;industrial_complex;1869;9.500000;177;-1.570000;0
2;industrial_complex;1871;9.500000;179;-1.570000;0
2;air_base;1875;9.500000;179;-1.570000;0
2;bunker;1875;9.500000;179;-1.570000;0
2;coastal_bunker;1876;9.500000;178;-1.570000;0
2;dockyard;1877;9.500000;179;-1.570000;0
2;naval_base_spawn;1875;9.500000;180;-1.570000;1831
2;anti_air_building;1869;9.500000;176;-1.570000;0
2;anti_air_building;1871;9.500000;179;-1.570000;0
2;anti_air_building;1870;9.500000;178;-1.570000;0
2;synthetic_refinery;1875;9.500000;180;-1.570000;0
